Address,L1 ETH,L1 PLASMA,L2 ETH,L2 PLASMA,Nonce,TX Count
0xba4BAe28e13cD93396c6A19880d3453E1d0F6c76,0.015670332122474436,7000,99.999926257805796475,2000,0,2
